1	1510	1132	92.384	Halomonas meridiana strain DSM 5425 16S ribosomal RNA, partial sequence	Halomonas meridiana
1	1510	1126	92.252	Halomonas aquamarina strain DSM 30161 16S ribosomal RNA, partial sequence	Halomonas aquamarina
1	1511	1118	92.058	Halomonas piezotolerans strain NBT06E8 16S ribosomal RNA, partial sequence	Halomonas piezotolerans
1	1473	1081	91.650	Halomonas meridiana strain NBRC 15608 16S ribosomal RNA, partial sequence	Halomonas meridiana
1	1452	1071	92.011	Halomonas axialensis strain Althf1 16S ribosomal RNA, partial sequence	Halomonas axialensis
1	1469	1052	91.287	Halomonas johnsoniae strain T68687 16S ribosomal RNA, partial sequence	Halomonas johnsoniae
1	1470	1046	91.156	Halomonas hamiltonii strain W1025 16S ribosomal RNA, partial sequence	Halomonas hamiltonii
1	1484	1036	90.701	Halomonas populi strain MC 16S ribosomal RNA, partial sequence	Halomonas populi
1	1512	1034	90.212	Halomonas venusta strain DSM 4743 16S ribosomal RNA, partial sequence	Halomonas venusta
1	1500	1033	90.400	Halomonas malpeensis strain YU-PRIM-29 16S ribosomal RNA, partial sequence	Halomonas malpeensis
1	1470	1028	90.748	Halomonas stevensii S18214 16S ribosomal RNA, partial sequence	Halomonas stevensii S18214
1	1513	1024	90.020	Halomonas nanhaiensis strain YIM M 13059 16S ribosomal RNA, partial sequence	Halomonas nanhaiensis
1	1486	1024	90.377	Halomonas magadiensis strain 21M1 16S ribosomal RNA, partial sequence	Halomonas magadiensis
1	1493	1023	90.288	Halomonas azerica strain TBZ9 16S ribosomal RNA, partial sequence	Halomonas azerica
1	1513	1021	89.954	Halomonas utahensis strain DSM 3051 16S ribosomal RNA, partial sequence	Halomonas utahensis
1	1498	1017	90.053	Halomonas alkaliphila strain 18bAG 16S ribosomal RNA, partial sequence	Halomonas alkaliphila
1	1461	1016	90.623	Halomonas lutescens strain Q1U 16S ribosomal RNA, partial sequence	Halomonas lutescens
1	1423	1013	91.145	Halomonas andesensis strain LC6 16S ribosomal RNA, partial sequence	Halomonas andesensis
1	1507	1012	89.847	Halomonas alkaliantarctica strain CRSS 16S ribosomal RNA, partial sequence	Halomonas alkaliantarctica
1	1517	1011	89.651	Halomonas olivaria strain TYRC17 16S ribosomal RNA, partial sequence	Halomonas olivaria
1	1512	1010	89.683	Halomonas massiliensis strain Marseille-P2426 16S ribosomal RNA, partial sequence	Halomonas massiliensis
1	1499	1009	89.860	Halomonas gomseomensis strain M12 16S ribosomal RNA, partial sequence	Halomonas gomseomensis
1	1494	1008	89.960	Halomonas glaciei strain DD 39 16S ribosomal RNA, partial sequence	Halomonas glaciei
1	1514	1005	89.564	Halomonas titanicae BH1 16S ribosomal RNA, partial sequence	Halomonas titanicae BH1
1	1419	1002	90.980	Halomonas songnenensis strain NEAU-ST10-39 16S ribosomal RNA, partial sequence	Halomonas songnenensis
1	1377	1001	91.649	Halomonas lionensis strain RHS90 16S ribosomal RNA, partial sequence	Halomonas lionensis
1	1493	1001	89.752	Halomonas janggokensis strain M24' 16S ribosomal RNA, partial sequence	Halomonas janggokensis
1	1474	997	89.959	Halomonas venusta strain NBRC 102221 16S ribosomal RNA, partial sequence	Halomonas venusta
1	1513	992	89.293	Halomonas rituensis strain TQ8S 16S ribosomal RNA, partial sequence	Halomonas rituensis
1	1446	988	90.180	Halomonas sulfidaeris Esulfide1 16S ribosomal RNA, partial sequence	Halomonas sulfidaeris Esulfide1
1	1475	986	89.763	Halovibrio variabilis strain NBRC 102410 16S ribosomal RNA, partial sequence	Halovibrio variabilis
1	1510	981	89.073	Halomonas profundi strain MT13 16S ribosomal RNA, partial sequence	Halomonas profundi
1	1511	978	89.014	Halomonas zhuhanensis strain ZH2S 16S ribosomal RNA, partial sequence	Halomonas zhuhanensis
1	1375	976	91.055	Halomonas zhaodongensis strain NEAU-ST10-25 16S ribosomal RNA, partial sequence	Halomonas zhaodongensis
