f0ad0f56-bb10-4b12-a007-1f38d9a67858	705	664	98.156	Nannopterum brasilianus mitochondrion, complete genome	Phalacrocorax brasilianus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	643	98.519	Nannopterum brasilianus voucher LSUMZ:10220 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Phalacrocorax brasilianus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	643	98.519	Phalacrocorax brasilianus voucher MACN-Or-ct 383 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Phalacrocorax brasilianus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	640	98.370	Phalacrocorax brasilianus voucher MACN-Or-ct 1796 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Phalacrocorax brasilianus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	640	98.370	Phalacrocorax brasilianus voucher UWBM 69173 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Phalacrocorax brasilianus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	655	626	98.626	Phalacrocorax brasilianus voucher USNM:Birds:613349 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Phalacrocorax brasilianus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	705	607	95.461	Nannopterum auritus mitochondrion, complete genome	Phalacrocorax auritus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	592	96.000	Phalacrocorax auritus voucher Royal Ontario Museum 1285 and 793 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Phalacrocorax auritus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	660	577	95.909	Phalacrocorax auritus voucher 1B-3411 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Phalacrocorax auritus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	652	567	95.706	Phalacrocorax auritus voucher BIOUG<CAN>:ARBNC022 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Phalacrocorax auritus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	705	566	93.475	Nannopterum harrisi mitochondrion, partial genome	Phalacrocorax harrisi
f0ad0f56-bb10-4b12-a007-1f38d9a67858	644	556	95.497	Phalacrocorax auritus voucher 1B-3407 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Phalacrocorax auritus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	550	93.926	Nannopterum harrisi isolate OZD 001 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Phalacrocorax harrisi
f0ad0f56-bb10-4b12-a007-1f38d9a67858	705	550	92.766	Phalacrocorax atriceps voucher 1B-2891 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo atriceps
f0ad0f56-bb10-4b12-a007-1f38d9a67858	705	547	92.624	Phalacrocorax chalconotus mitochondrion, complete genome	Leucocarbo chalconotus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	674	546	93.769	Leucocarbo magellanicus isolate OZD GN6 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Phalacrocorax magellanicus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	705	541	92.340	Phalacrocorax pelagicus pelagicus 2006-0089 mitochondrial DNA, complete genome	Phalacrocorax pelagicus pelagicus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	705	538	92.199	Phalacrocorax pelagicus mitochondrion	Phalacrocorax pelagicus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	535	93.185	Leucocarbo ranfurlyi isolate OZD B81 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo ranfurlyi
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	535	93.185	Leucocarbo purpurascens isolate OZD 11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo purpurascens
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	535	93.185	Leucocarbo nivalis voucher ANWC:B49825 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo nivalis
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	532	93.037	Leucocarbo melanogenis isolate OZD Crozet cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo melanogenis
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	532	93.037	Leucocarbo colensoi isolate OZD AIS1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo colensoi
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	532	93.037	Leucocarbo carunculatus isolate OZD King Shag 1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo carunculatus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	532	93.037	Leucocarbo campbelli isolate OZD Campbell1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo campbelli
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	532	93.037	Leucocarbo bransfieldensis voucher AMNH:DOT 10287 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo bransfieldensis
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	529	92.889	Leucocarbo chalconotus isolate OZD SIS C1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo chalconotus
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	529	92.889	Leucocarbo atriceps isolate OZD GN5 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo atriceps
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	529	92.889	Leucocarbo albiventer isolate OZD Falkland cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo albiventer
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	529	92.889	Phalacrocorax atriceps voucher MACN-Or-ct 1342 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo atriceps
f0ad0f56-bb10-4b12-a007-1f38d9a67858	705	526	91.631	Phalacrocorax carbo mitochondrion, complete genome	Phalacrocorax carbo
f0ad0f56-bb10-4b12-a007-1f38d9a67858	675	526	92.741	Leucocarbo onslowi isolate OZD CIS B1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	Leucocarbo onslowi
f0ad0f56-bb10-4b12-a007-1f38d9a67858	705	526	91.631	Phalacrocorax carbo mitochondrion, partial genome	Phalacrocorax carbo
f0ad0f56-bb10-4b12-a007-1f38d9a67858	705	526	91.631	Phalacrocorax carbo mitochondrion	Phalacrocorax carbo
